Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
18228895,Shaan e Punjab,1,New Delhi,"16, Ajit Arcade, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.402.459,285.571.618,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,21
2583,Cafe 27,1,New Delhi,"26, Level 2, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.408.296,285.536.763,"North Indian, Chinese, Italian",1550,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,455
304876,MR.D - Deliciousness Delivered,1,New Delhi,"26, Ajit Arcade, Opposite Metro Pillar 74, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.402.908,28.556.673,"North Indian, Italian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,367
308407,Pita Pit,1,New Delhi,"Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.236.741,28.557.442,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,540
18492050,Al-Malik Chicken Point,1,New Delhi,"86, Zamrudpur, Auto Complex Road, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.360.071,285.563.436,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18492052,Amul Sweets & Bakery,1,New Delhi,"87/1, Zamrudpur, DDA Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.355.758,285.565.383,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18449620,Elements - Mapple Express,1,New Delhi,"A-60, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.243.649,28.553.673,"North Indian, Continental, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,0
18452403,Food 24,1,New Delhi,"86, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.415.481,285.551.789,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18425740,Food Corner,1,New Delhi,"HS 14, Back Side, Main Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.241.099,285.527.158,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18313153,Food Master's Galley,1,New Delhi,"Kailash Colony Main Road, Near Kailash Colony Metro Station, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",0,0,"North Indian, Chinese",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18435830,Habibi Express,1,New Delhi,"5 Zamrudpur, Kailash Colony Extension, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.238.586,28.555.918,"Lebanese, Arabian, Moroccan",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,0,White,Not rated,0
18473378,Hide Out Cafe,1,New Delhi,"1st Floor, HS 25, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.408.296,285.536.763,"Cafe, Chinese, Italian",700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
18452241,Moriarty Delivers,1,New Delhi,"L- 14 A, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.401.111,285.535.184,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
3190,Big Chill,1,New Delhi,"HS 5, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.421.318,285.527.692,"Italian, Continental, European, Cafe",1500,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,1521
3041,Maxims Pastry Shop,1,New Delhi,"HS-3, Main Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.421.767,285.527.286,"Bakery, Desserts, Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,4.2,Green,Very Good,729
18441798,Uncultured Cafe & Bar,1,New Delhi,"HS-12, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",772.412.786,285.526.433,"Continental, Chinese, Italian, Finger Food",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.3,Green,Very Good,90
306505,2 Nice 2 Slice,1,New Delhi,"262, Deshbandhu Apartments, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.765.813,2.853.853.483,"Bakery, Desserts",1750,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,17
302868,Aggarwal Bikaneri Sweets,1,New Delhi,"B-53, Main Road, Near Nirankari Bhawan, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251.157,285.441.688,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,11
7383,Aggarwal Sweet Corner & Restaurant,1,New Delhi,"1, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.511.976,2.854.153.378,"North Indian, South Indian, Chinese, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,38
302793,Aggarwal Sweets India,1,New Delhi,"1666/1, Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.726.001.167,2.853.451.667,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,9
9993,Aggarwal's Sweets Paradise,1,New Delhi,"16, CSC, Pocket A-8, DDA Market, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.726.306.513,2.852.530.273,"Mithai, North Indian, South Indian, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,16
9985,Aggarwal's Sweets,1,New Delhi,"5, CSC Market, Pocket 8, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.263.331,2.852.576,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7
18138461,Anna Ka Dosa,1,New Delhi,"K-107/B, Ground Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.950.785,2.853.920.667,South Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,41
306957,Big Chow Xpress,1,New Delhi,"433-B/5, Street 5, Govindpuri Main, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.726.394.121,2.853.706.949,"Chinese, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,58
7590,Bikaner Sweets & Namkeen,1,New Delhi,"J-13/12, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.476.302,2.852.562.912,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
9620,Cafe Coffee Day,1,New Delhi,"E 154, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.563.653,285.409.875,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,33
302884,Cake Plaza,1,New Delhi,"K-78, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.926.813,2.853.930.504,"Bakery, Desserts, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,28
309238,Crispy Tokri,1,New Delhi,"H-15B, Main Road,, Delhi, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.810.573,2.854.024.549,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,100
309609,De Royale Food's,1,New Delhi,"B 53, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.107.197,2.854.423.341,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,22
18414477,Faasos,1,New Delhi,"Shop N-9, Ground Floor, Opposite ICICI Bank, Near Govindpuri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.257.337,28.537.027,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,4
9992,Fouji Da Vaishno Dhaba,1,New Delhi,"36/1, Opposite Bus Depot, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.989.409,2.853.320.649,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,14
18224572,Fun Bytes,1,New Delhi,"A-1, Double Storey, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251.193,2.854.442.544,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,13
312594,G's Patisserie,1,New Delhi,"Near Bhairon Temple, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.260.126,28.537.134,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,8
312728,Giani,1,New Delhi,"Near 15-16, Main Road, Block G, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.258.148,2.854.013,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,17
18025133,Gopals 56,1,New Delhi,"Opposite Deshbandhu College, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.543.889,2.854.143.056,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,8
7329,Green Chick Chop,1,New Delhi,"10 & 12, F-7, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.537.612,285.421.747,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,26
302892,Heaven's Kitchen,1,New Delhi,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.569.098,2.853.072.249,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,85
302893,Heavens Food Corner,1,New Delhi,"DDA Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.698.889,2.853.074.722,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,14
309533,Just Kababs,1,New Delhi,"Shop 9, Aravali Shopping Centre, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.312.778,2.853.283.056,"Fast Food, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,25
18376487,Keventers,1,New Delhi,"Shop 1, F3, Ground Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.534.918,285.423.284,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10
302895,Komal Kitchen,1,New Delhi,"J-4/1A, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.608.056,2.852.827.222,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7
302896,Kwality Sweets & Restaurant,1,New Delhi,"A-8, Janta Market, DDA Flats, Near 429 Bus Stand, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.624.796,2.852.800.925,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,10
9776,Mehak Food Corner,1,New Delhi,"A-105, Double Storey, Opposite HDFC Bank, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.087.617,2.854.369.031,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,87
18245255,Mr. Sub,1,New Delhi,"G-16-A, Main Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.705.095,2.854.072.765,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,57
309648,Muradabadi Shahi Biryani & Chicken Corner,1,New Delhi,"A-71, Kalkaji Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.120.507,285.442.178,"North Indian, Biryani",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,24
18285214,Muradabadi,1,New Delhi,"J-4/48 A, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.578.628,2.852.833.711,"Mughlai, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
302938,New Radhe Radhe Snacks Corner,1,New Delhi,"Govind Puri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.724.575,2.853.103.056,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
18396545,Nirula's Ice Cream,1,New Delhi,"F-8, Ground Floor, Main Market Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.391.286,285.419.405,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14
18414495,Noor Restaurant,1,New Delhi,"Shop 2, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.553.326,285.415.619,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,20
311891,Paul's Homemade,1,New Delhi,"16/493, DDA Flat, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.583.896,285.302.637,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11
312372,Pinkom's Bar-Be-Que,1,New Delhi,"15/449, DDA Flats, Near DDA Central Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.568.858,285.309.441,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12
8949,Prince of China,1,New Delhi,"31-A, Krishna Market, Opposite Deshbandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.677.937,2.854.172.876,"Thai, Chinese, Seafood",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,70
302898,Punjabi Corner,1,New Delhi,"Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.065.958,285.437.554,North Indian,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,55
302710,Punjabi Snacks,1,New Delhi,"1912/19, Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.814.529,2.853.519.117,"Street Food, North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
9998,Quality Food Point,1,New Delhi,"1, Pocket A 8, CSC Market, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.634.745,2.852.588.599,"North Indian, Fast Food, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
18317229,Radhe Shyam,1,New Delhi,"M-6, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.594.998,2.853.815.752,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10
9623,Raj South Indian Food,1,New Delhi,"1/2, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.519.444,2.854.165,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
3634,Roll Club,1,New Delhi,"6, B-41/A, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.520.322,2.854.306.356,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,91
7382,Shameem Kabab Corner,1,New Delhi,"30, Krishna Market, Opposite Deshbandu Collage, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.657.452,2.854.185.423,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,67
1866,Shiv Dhaba,1,New Delhi,"B-39/B, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.519.915,285.429.843,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,92
304783,Silver Spoons,1,New Delhi,"A-107, Double Storey, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.765,28.535.954,"North Indian, Street Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,6
302811,Takkar Dhaba,1,New Delhi,"258, Gali 3, Govindpuri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.726.170.357,2.853.804.707,North Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,24
308664,The Biryani Wallas,1,New Delhi,"Govindpuri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.260.126,28.537.134,Biryani,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,26
18133506,The Tuck Shop,1,New Delhi,"Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.889.722,2.853.269.444,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,17
305293,Uncle Xpress,1,New Delhi,"1, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.539.435,2.854.166.043,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,80
2211,Vaishno Rasoi,1,New Delhi,"Opposite Desh Bandhu College, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.554.673,285.417.988,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,23
9622,Vatika,1,New Delhi,"A-373/435, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.724.925.745,2.854.313.277,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,52
18281989,Walk To Italy,1,New Delhi,"Shop 1, 999/38, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.552.998,2.852.858.425,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,11
18365855,Behrouz Biryani,1,New Delhi,"Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.938,28.537.766,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,30
309737,Big Dragon,1,New Delhi,"B-41, Ground Floor, Main Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.188.736,2.854.319.403,"Chinese, Thai",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.6,Yellow,Good,108
18386707,Cafe Filter,1,New Delhi,"B-33, 1st Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.268.575,2.854.270.391,"Fast Food, Italian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,22
309338,Chowki,1,New Delhi,"Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.724.800.486,2.854.287.123,North Indian,750,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,89
18380155,Circle Cafe and Bar,1,New Delhi,"F1, 1st Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.528.632,285.422.688,"Cafe, North Indian, Lebanese, Continental",800,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,30
18372686,FreshMenu,1,New Delhi,"Shop 1, 3rd Floor, Ramji Lal Complex, Mini Central, DDA Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.257.216,28.530.672,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,36
3610,Giani's,1,New Delhi,"Near 3, Kalkaji Main Road, Block F, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.253.107,28.542.481,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,80
3054,Gopal's 56,1,New Delhi,"1691/2, Govind Puri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.814.059,2.853.444.508,"Ice Cream, Desserts, North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,71
311267,Instapizza,1,New Delhi,"Shop 1, G-34, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.816.473,2.854.019.601,"Pizza, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,492
307951,Just Vada Pav,1,New Delhi,"E-157, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.293.074,2.854.286.122,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,94
1876,Khidmat,1,New Delhi,"E-9, Main Road, Near Deshbandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.544.796,285.417.947,"North Indian, Mughlai, Chinese",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,372
412,Naivedyam,1,New Delhi,"F-12, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.427.318,2.854.195.702,South Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,495
3635,New Shere Punjab Dhaba,1,New Delhi,"G-17/A, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.570.837,28.540.697,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,91
9654,Sant Sweets,1,New Delhi,"A-135, Double Storey, Near HDFC Bank, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.048.993,2.854.400.044,"Street Food, North Indian, Mithai",250,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,60
18354973,Tikka- Way,1,New Delhi,"E-8, Kalkaji Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.476.695,285.417.806,"North Indian, Chinese",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,23
18392883,Bake Bite,1,New Delhi,"J-4,135A DDA Flat, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",0,0,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18446815,Chinese Chaat Corner,1,New Delhi,"A 385, Double Story, A Block, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",0,0,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
311014,Chocofairies,1,New Delhi,"Near Alaknanda Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.616.631,285.382.626,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
4325,Punjabi Rasoi,1,New Delhi,"R-16, Nehru Enclave, Near Paras Ground, Main Kalkaji Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",772.510.672,285.446.085,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,11
18322653,Punjabi Xpress,1,New Delhi,"A-385, Double Story, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.724.908.177,2.854.347.678,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,9
9557,The Cake Factory,1,New Delhi,"14, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",7.725.578.561,2.854.201.092,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,19
9470,"34, Chowringhee Lane",1,New Delhi,"UB-101, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",772.071.483,286.809.045,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,86
306491,Annapurna Restaurant,1,New Delhi,"1811, Chandrawal Road, Malka Ganj, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",772.061.353,286.778.705,"North Indian, Chinese",250,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,56
18416860,BTW,1,New Delhi,"6926-33/131A, Jaipuria Mill, Ghantaghar, GT Karnal Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",0,0,"Street Food, North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
640,Cafe Coffee Day,1,New Delhi,"9, UB, Jawahar Nagar, Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",772.072.484,286.817.513,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,82
305161,Chawla's Chic Inn,1,New Delhi,"4, Vardhman Tower, Shakti Nagar Chowk, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.197.804,286.823.671,"North Indian, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,26
306149,Chennai Hot Cafe,1,New Delhi,"E 143, Shop 4, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",772.048.113,286.820.522,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,75
1197,Daawat E Mezbaan,1,New Delhi,"26A/UA, Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",7.720.841.881,2.867.991.553,"Mughlai, North Indian",800,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,77
18198467,Dessert in Desert,1,New Delhi,"21-UB, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",772.066.978,286.819.638,"Cafe, Fast Food, Desserts",450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,38
311903,Domino's Pizza,1,New Delhi,"Ground Floor, 29/4,  Nangia Park, Shakti Nagar, Near Kamla Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",771.953.759,2.867.940.137,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,36
18458665,Filmy Cafe & Bar,1,New Delhi,"4/3, 1st Floor, Roop Nagar, Near Kamla Nagar Market, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",772.012.178,286.834.998,"North Indian, Fast Food, Chinese, Continental",1200,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,4
6651,Firenze,1,New Delhi,"6, 38 Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",772.048.445,286.839.604,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,25
311076,Giani,1,New Delhi,"30/26, Near Nangia Park, Shakti Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",7.719.552.509,2.868.010.437,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,41
